Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Sami Brunfeldt,M,SBD,Single-ply,16.5,16-17,14-18,Sub-Juniors,74.7,75,,,,,237.5,,,,,125,,,,,225,587.5,3,422.57,419.8,405.7,72.37,Yes,Finland,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Tomoyuki Hibino,M,SBD,Single-ply,17.5,18-19,14-18,Sub-Juniors,71.9,75,,,,,175,,,,,110,,,,,220,505,4,372.46,370.9,359.03,63.78,Yes,Japan,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Dmiriy Saltykov,M,SBD,Single-ply,17.5,18-19,14-18,Sub-Juniors,81.6,82.5,,,,,290,,,,,170,,,,,272.5,732.5,1,499.3,493.97,475.53,85.44,Yes,Russia,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Juhani Salo,M,SBD,Single-ply,17.5,18-19,14-18,Sub-Juniors,81.2,82.5,,,,,235,,,,,130,,,,,250,615,2,420.4,415.98,400.55,71.94,Yes,Finland,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Appa Duggesh,M,SBD,Single-ply,17.5,18-19,14-18,Sub-Juniors,81.6,82.5,,,,,225,,,,,120,,,,,217.5,562.5,3,383.43,379.33,365.17,65.61,Yes,India,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Chiung-Te Wu,M,SBD,Single-ply,14.5,13-15,14-18,Sub-Juniors,78.9,82.5,,,,,232.5,,,,,120,,,,,207.5,560,4,389.34,385.7,371.86,66.65,Yes,Taiwan,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Naoki Inoue,M,SBD,Single-ply,17.5,18-19,14-18,Sub-Juniors,75.8,82.5,,,,,170,,,,,100,,,,,205,475,5,338.49,336,324.5,57.97,Yes,Japan,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Alexander Maximov,M,SBD,Single-ply,17.5,18-19,14-18,Sub-Juniors,83,90,,,,,280,,,,,155,,,,,277.5,712.5,1,481,475.59,457.49,82.28,Yes,Russia,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Konstantin Pozdeev,M,SBD,Single-ply,17.5,18-19,14-18,Sub-Juniors,83.4,90,,,,,275,,,,,147.5,,,,,287.5,710,2,478.02,472.58,454.49,81.76,Yes,Russia,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Eban Traeger,M,SBD,Single-ply,17.5,18-19,14-18,Sub-Juniors,89.8,90,,,,,245,,,,,137.5,,,,,265,647.5,3,419.14,413.83,396.65,71.54,Yes,Australia,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Derek Baker Jr,M,SBD,Single-ply,18,18-19,14-18,Sub-Juniors,89.2,90,,,,,257.5,,,,,127.5,,,,,252.5,637.5,4,414.08,408.85,391.99,70.69,Yes,USA,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Jaspreet Singh,M,SBD,Single-ply,17.5,18-19,14-18,Sub-Juniors,88.2,90,,,,,125,,,,,82.5,,,,,170,377.5,5,246.62,243.53,233.61,42.12,Yes,India,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Marat Chirkov,M,SBD,Single-ply,17.5,18-19,14-18,Sub-Juniors,99.1,100,,,,,295,,,,,187.5,,,,,295,777.5,1,480.45,474.91,453.67,81.66,Yes,Russia,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Che-Jung Hsu,M,SBD,Single-ply,15.5,16-17,14-18,Sub-Juniors,96.5,100,,,,,237.5,,,,,122.5,,,,,200,560,2,350.19,345.92,330.66,59.6,Yes,Taiwan,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
John Buford,M,SBD,Single-ply,17.5,18-19,14-18,Sub-Juniors,98.6,100,,,,,,,,,,,,,,,,,DQ,,,,,Yes,USA,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Constant Badrakos,M,SBD,Single-ply,17.5,18-19,14-18,Sub-Juniors,99.5,100,,,,,242.5,,,,,,,,,,,,DQ,,,,,Yes,Australia,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Drew Traub,M,SBD,Single-ply,18,18-19,14-18,Sub-Juniors,109.6,110,,,,,275,,,,,155,,,,313,312.5,742.5,1,440.36,437.45,418.05,74.46,Yes,USA,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Andrey Surikov,M,SBD,Single-ply,15.5,16-17,14-18,Sub-Juniors,106.2,110,,,,,275,,,,,170,,,,,280,725,2,435.26,431.53,412.12,73.72,Yes,Russia,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Cody Walters,M,SBD,Single-ply,17.5,18-19,14-18,Sub-Juniors,107.6,110,,,,,230,,,,,165,,,,,275,670,3,400.18,397.06,379.28,67.74,Yes,USA,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Amrit-Pal Singh #1,M,SBD,Single-ply,16.5,16-17,14-18,Sub-Juniors,105,110,,,,,190,,,,,135,,,,,210,535,4,322.66,319.69,305.27,54.68,Yes,India,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Nichola Rasmussen,M,SBD,Single-ply,15.5,16-17,14-18,Sub-Juniors,115.3,125,,,,,245,,,,,160,,,,,267.5,672.5,1,391.54,390.49,373.82,66.03,Yes,USA,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Mao-Feng Chung,M,SBD,Single-ply,17,16-17,14-18,Sub-Juniors,122.4,125,,,,,232.5,,,,,150,,,,,235,617.5,2,352.33,353.44,338.62,59.23,Yes,Taiwan,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Ransi Jayathilaka,M,SBD,Single-ply,15.5,16-17,14-18,Sub-Juniors,110.2,125,,,,,240,,,,,100,,,,,230,570,3,337.36,335.25,320.44,57.03,Yes,Sri Lanka,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
V.S. Prasoon,M,SBD,Single-ply,15.5,16-17,14-18,Sub-Juniors,110.9,125,,,,,160,,,,,80,,,,,222.5,462.5,4,273.09,271.51,259.56,46.15,Yes,India,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Biurushan Singh,M,SBD,Single-ply,17.5,18-19,14-18,Sub-Juniors,110.4,125,,,,,190,,,,,80,,,,,185,455,5,269.11,267.47,255.66,45.49,Yes,India,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Sugal Kushal,M,SBD,Single-ply,17.5,18-19,14-18,Sub-Juniors,137.9,125+,,,,,235,,,,,120,,,,,200,555,1,305.45,310.85,295.79,51.1,Yes,India,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Bibin Bendeict,M,SBD,Single-ply,17.5,18-19,14-18,Sub-Juniors,136.3,125+,,,,,175,,,,,80,,,,,180,435,2,240.21,244.08,232.44,40.2,Yes,India,,IPF,IPF,9/25/2002,Taiwan,,Chia I,World Sub-Juniors Powerlifting Championships,Yes
Kazuo Fujii,M,B,Single-ply,40.5,40-44,40-49,Masters 1,55.8,56,,,,,,-135,-135,135,,135,,,,,,135,1,121.21,123.33,120.94,71.54,Yes,Japan,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Rainer Falke,M,B,Single-ply,41.5,40-44,40-49,Masters 1,55.8,56,,,,,,-105,105,115,,115,,,,,,115,2,103.26,105.06,103.03,60.94,Yes,Germany,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Jay Helms,M,B,Single-ply,42.5,40-44,40-49,Masters 1,55.8,56,,,,,,-115,-115,-115,,,,,,,,,DQ,,,,,Yes,USA,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Anton Kraft,M,B,Single-ply,44.5,40-44,40-49,Masters 1,57.3,60,,,,,,175,182.5,-187.5,,182.5,,,,,,182.5,1,160.12,162.49,159.1,93.34,Yes,Denmark,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Hiroyuki Ishiwatari,M,B,Single-ply,47.5,45-49,40-49,Masters 1,56.1,60,,,,,,-145,145,160,,160,,,,,,160,2,142.98,145.4,142.54,84.17,Yes,Japan,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Giovanni D'Alessandro,M,B,Single-ply,44.5,40-44,40-49,Masters 1,59.7,60,,,,,,132.5,137.5,-140,,137.5,,,,,,137.5,3,116.54,117.81,115.07,66.78,Yes,Italy,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Hironori Oishi,M,B,Single-ply,48.5,45-49,40-49,Masters 1,58.2,60,,,,,,112.5,125,-132.5,,125,,,,,,125,4,108.22,109.66,107.27,62.66,Yes,Japan,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Klaus Landeck,M,B,Single-ply,43,40-44,40-49,Masters 1,66.3,67.5,,,,,,160,162.5,165,,165,,,,,,165,1,128.85,129.08,125.4,71.26,Yes,Germany,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Cliff Haynes,M,B,Single-ply,,,,Masters 1,67.2,67.5,,,,,,150,-155,-155,,150,,,,,,150,2,115.99,116.07,112.69,63.9,Yes,England,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Kazuyuki Hasegawa,M,B,Single-ply,39.5,35-39,40-49,Masters 1,66.9,67.5,,,,,,137.5,145,147.5,,147.5,,,,,,147.5,3,114.42,114.54,111.23,63.11,Yes,Japan,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Charles Smith,M,B,Single-ply,46.5,45-49,40-49,Masters 1,61.1,67.5,,,,,,145,-150,-150,,145,,,,,,145,4,120.59,121.65,118.68,68.5,Yes,Netherlands,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Gary Prater,M,B,Single-ply,42.5,40-44,40-49,Masters 1,66.3,67.5,,,,,,130,-135,-135,,130,,,,,,130,5,101.52,101.7,98.8,56.14,Yes,England,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Alphonse Cucuzella,M,B,Single-ply,41,40-44,40-49,Masters 1,73.7,75,,,,,,202.5,207.5,212.5,,212.5,,,,,,212.5,1,154.18,153.3,148.23,83.04,Yes,France,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Tadashi Mishima,M,B,Single-ply,44.5,40-44,40-49,Masters 1,74.2,75,,,,,,-200,200,-215,,200,,,,,,200,2,144.48,143.59,138.8,77.7,Yes,Japan,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Roy Berndt,M,B,Single-ply,41,40-44,40-49,Masters 1,74.4,75,,,,,,190,200,-205,,200,,,,,,200,3,144.23,143.32,138.52,77.52,Yes,Germany,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Erkki Rajala,M,B,Single-ply,44.5,40-44,40-49,Masters 1,73.5,75,,,,,,190,197.5,-212.5,,197.5,,,,,,197.5,4,143.55,142.75,138.05,77.36,Yes,Finland,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Atsuo Kozuki,M,B,Single-ply,45.5,45-49,40-49,Masters 1,73.2,75,,,,,,180,-190,190,,190,,,,,,190,5,138.47,137.74,133.22,74.69,Yes,Japan,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Fabrice Bertin,M,B,Single-ply,40,40-44,40-49,Masters 1,75,75,,,,,,180,187.5,-192.5,,187.5,,,,,,187.5,6,134.52,133.61,129.09,72.19,Yes,France,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Frank Heinrich,M,B,Single-ply,49,45-49,40-49,Masters 1,82.4,82.5,,,,,,-207.5,207.5,210,,210,,,,,,210,1,142.35,140.78,135.47,75.14,Yes,Germany,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Andy Furnas,M,B,Single-ply,42.5,40-44,40-49,Masters 1,81.7,82.5,,,,,,207.5,-215,-215,,207.5,,,,,,207.5,2,141.34,139.83,134.6,74.7,Yes,USA,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Gemel Boughamdouz,M,B,Single-ply,43.5,40-44,40-49,Masters 1,82.3,82.5,,,,,,202.5,-205,207.5,,207.5,,,,,,207.5,3,140.75,139.21,133.96,74.31,Yes,France,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Shinobu Amatsuji,M,B,Single-ply,44.5,40-44,40-49,Masters 1,79.2,82.5,,,,,,-195,195,-210,,195,,,,,,195,4,135.27,133.98,129.15,71.85,Yes,Japan,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Adam Zabka,M,B,Single-ply,44.5,40-44,40-49,Masters 1,81.1,82.5,,,,,,-190,190,-195,,190,,,,,,190,5,129.97,128.61,123.85,68.77,Yes,Poland,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Naoki Ishimoto,M,B,Single-ply,44.5,40-44,40-49,Masters 1,80.9,82.5,,,,,,-212.5,-212.5,-212.5,,,,,,,,,DQ,,,,,Yes,Japan,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Fermin Romero,M,B,Single-ply,40.5,40-44,40-49,Masters 1,81.2,82.5,,,,,,-200,-207.5,-207.5,,,,,,,,,DQ,,,,,Yes,Spain,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Erik Rasmussen,M,B,Single-ply,44.5,40-44,40-49,Masters 1,82,82.5,,,,,,-185,-185,-185,,,,,,,,,DQ,,,,,Yes,Denmark,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Klaus-Dieter Jacob,M,B,Single-ply,45.5,45-49,40-49,Masters 1,88.4,90,,,,,,212.5,215,-222.5,,215,,,,,,215,1,140.3,138.54,132.88,73.35,Yes,Germany,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Takeshi Kitagawa,M,B,Single-ply,49,45-49,40-49,Masters 1,89.3,90,,,,,,215,-222.5,-225,,215,,,,,,215,2,139.57,137.81,132.12,72.88,Yes,Japan,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Patrick LeBlevennec,M,B,Single-ply,44,40-44,40-49,Masters 1,88.7,90,,,,,,212.5,-217.5,-217.5,,212.5,,,,,,212.5,3,138.42,136.68,131.08,72.34,Yes,France,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Roger Pohl,M,B,Single-ply,44.5,40-44,40-49,Masters 1,90,90,,,,,,-210,210,-215,,210,,,,,,210,4,135.79,134.06,128.49,70.84,Yes,Germany,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Miroslav Paukert,M,B,Single-ply,43.5,40-44,40-49,Masters 1,89.6,90,,,,,,200,205,-210,,205,,,,,,205,5,132.85,131.17,125.74,69.34,Yes,Czechia,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Didier Compain,M,B,Single-ply,47.5,45-49,40-49,Masters 1,88.8,90,,,,,,200,-215,-215,,200,,,,,,200,6,130.21,128.57,123.29,68.03,Yes,France,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Keith Arkle,M,B,Single-ply,45.5,45-49,40-49,Masters 1,89.4,90,,,,,,195,200,-210,,200,,,,,,200,7,129.76,128.12,122.82,67.75,Yes,UK,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Kim Salby,M,B,Single-ply,46,45-49,40-49,Masters 1,89.5,90,,,,,,-195,-200,200,,200,,,,,,200,8,129.68,128.04,122.75,67.7,Yes,Denmark,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
JiÅ™Ã­ Kati,M,B,Single-ply,41.5,40-44,40-49,Masters 1,89.3,90,,,,,,-212.5,-212.5,-217.5,,,,,,,,,DQ,,,,,Yes,Czechia,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Mike Ferrantelli,M,B,Single-ply,41,40-44,40-49,Masters 1,99.4,100,,,,,,232.5,242.5,250,,250,,,,,,250,1,154.28,152.52,145.69,79.73,Yes,USA,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Olav Farstad Svein,M,B,Single-ply,41.5,40-44,40-49,Masters 1,97.1,100,,,,,,230,240,242.5,,242.5,,,,,,242.5,2,151.22,149.39,142.78,78.3,Yes,Norway,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Matti Vuontisvaara,M,B,Single-ply,39.5,35-39,40-49,Masters 1,99.6,100,,,,,,230,237.5,242.5,,242.5,,,,,,242.5,3,149.52,147.82,141.19,77.26,Yes,Finland,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Vincent Encinas,M,B,Single-ply,42.5,40-44,40-49,Masters 1,97.7,100,,,,,,240,-245,-245,,240,,,,,,240,4,149.25,147.47,140.91,77.24,Yes,France,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Philippe Szezepanski,M,B,Single-ply,42.5,40-44,40-49,Masters 1,96.5,100,,,,,,220,-230,230,,230,,,,,,230,5,143.83,142.07,135.81,74.51,Yes,France,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Juha Lehto,M,B,Single-ply,42.5,40-44,40-49,Masters 1,99.1,100,,,,,,230,-242.5,-245,,230,,,,,,230,6,142.13,140.49,134.2,73.47,Yes,Finland,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Ian Kinghorn,M,B,Single-ply,47.5,45-49,40-49,Masters 1,99.3,100,,,,,,-217.5,217.5,-227.5,,217.5,,,,,,217.5,7,134.28,132.74,126.8,69.4,Yes,England,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Kevin Farley,M,B,Single-ply,40.5,40-44,40-49,Masters 1,97,100,,,,,,190,-200,202.5,,202.5,,,,,,202.5,8,126.33,124.81,119.28,65.42,Yes,USA,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Edward Anderson,M,B,Single-ply,45.5,45-49,40-49,Masters 1,98.2,100,,,,,,160,170,175,,175,,,,,,175,9,108.58,107.3,102.52,56.17,Yes,New Zealand,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Chris Edwards,M,B,Single-ply,43.5,40-44,40-49,Masters 1,99.3,100,,,,,,-217.5,-217.5,-217.5,,,,,,,,,DQ,,,,,Yes,UK,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Satoshi Ito,M,B,Single-ply,40.5,40-44,40-49,Masters 1,99.4,100,,,,,,-232.5,-232.5,-245,,,,,,,,,DQ,,,,,Yes,Japan,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Michael Vuorisalo,M,B,Single-ply,46.5,45-49,40-49,Masters 1,99.3,100,,,,,,230,237.5,-242.5,,237.5,,,,,,,DQ,,,,,Yes,Sweden,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Joachim Flett,M,B,Single-ply,48.5,45-49,40-49,Masters 1,99.8,100,,,,,,242.5,-247.5,247.5,,247.5,,,,,,,DQ,,,,,Yes,Germany,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
David Doan,M,B,Single-ply,42.5,40-44,40-49,Masters 1,108.4,110,,,,,,260,265,272.5,,272.5,,,,,,272.5,1,162.29,161.1,153.91,83.41,Yes,USA,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Kristof Bozycko,M,B,Single-ply,41.5,40-44,40-49,Masters 1,107.2,110,,,,,,-260,260,270,,270,,,,,,270,2,161.5,160.2,153.02,83.05,Yes,Poland,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Lars Mikkelsen,M,B,Single-ply,44.5,40-44,40-49,Masters 1,109.6,110,,,,,,240,252.5,-262.5,,252.5,,,,,,252.5,3,149.75,148.76,142.16,76.93,Yes,Denmark,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Mariusz Hadrysiak,M,B,Single-ply,45.5,45-49,40-49,Masters 1,109,110,,,,,,-250,-250,250,,250,,,,,,250,4,148.58,147.54,140.98,76.34,Yes,Poland,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Juha Pohjonen,M,B,Single-ply,40.5,40-44,40-49,Masters 1,106.2,110,,,,,,220,232.5,-247.5,,232.5,,,,,,232.5,5,139.58,138.39,132.16,71.82,Yes,Finland,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
HervÃ© France,M,B,Single-ply,40.5,40-44,40-49,Masters 1,100.6,110,,,,,,-212.5,220,-230,,220,,,,,,220,6,135.06,133.57,127.57,69.74,Yes,France,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Philippe Delapille,M,B,Single-ply,46.5,45-49,40-49,Masters 1,108.9,110,,,,,,217.5,-222.5,-222.5,,217.5,,,,,,217.5,7,129.31,128.4,122.68,66.45,Yes,France,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Michal Kondla,M,B,Single-ply,40.5,40-44,40-49,Masters 1,108.7,110,,,,,,200,212.5,-222.5,,212.5,,,,,,212.5,8,126.43,125.52,119.93,64.97,Yes,Czechia,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Marcus Hoen,M,B,Single-ply,40.5,40-44,40-49,Masters 1,109.2,110,,,,,,-250,-250,-250,,,,,,,,,DQ,,,,,Yes,Germany,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Juho Jaatinen,M,B,Single-ply,40.5,40-44,40-49,Masters 1,121.8,125,,,,,,265,-270,-272.5,,265,,,,,,265,1,151.45,151.84,145.49,77.56,Yes,Finland,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Byron Nichols,M,B,Single-ply,41,40-44,40-49,Masters 1,122.9,125,,,,,,-255,255,-267.5,,255,,,,,,255,2,145.31,145.83,139.69,74.41,Yes,USA,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Stefan HuldÃ©n,M,B,Single-ply,40.5,40-44,40-49,Masters 1,123,125,,,,,,245,250,-257.5,,250,,,,,,250,3,142.42,142.94,136.93,72.93,Yes,Sweden,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Michal MihÃ¡ly,M,B,Single-ply,40.5,40-44,40-49,Masters 1,123.7,125,,,,,,235,-245,-260,,235,,,,,,235,4,133.63,134.2,128.52,68.43,Yes,Czechia,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
JiÅ™Ã­ KrÄmÃ¡Å™,M,B,Single-ply,44.5,40-44,40-49,Masters 1,116.5,125,,,,,,217.5,225,-230,,225,,,,,,225,5,130.52,130.29,124.78,66.9,Yes,Czechia,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Jouni Nahkuri,M,B,Single-ply,43.5,40-44,40-49,Masters 1,113.6,125,,,,,,215,220,-227.5,,220,,,,,,220,6,128.76,128.26,122.72,66.05,Yes,Finland,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Sebastien Rothman,M,B,Single-ply,40.5,40-44,40-49,Masters 1,117.7,125,,,,,,180,-190,190,,190,,,,,,190,7,109.83,109.74,105.13,56.28,Yes,South Africa,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Rainer Volkmann,M,B,Single-ply,45.5,45-49,40-49,Masters 1,123.1,125,,,,,,-260,-260,-260,,,,,,,,,DQ,,,,,Yes,Germany,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Collin Rhodes #1,M,B,Single-ply,39.5,35-39,40-49,Masters 1,124.7,125,,,,,,-272.5,-272.5,-275,,,,,,,,,DQ,,,,,Yes,USA,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Daniel Gaudreau,M,B,Single-ply,46.5,45-49,40-49,Masters 1,156.7,125+,,,,,,285,-320,-320,,285,,,,,,285,1,151.49,156.71,147.43,78.28,Yes,USA,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Kjetil Birkedal,M,B,Single-ply,39.5,35-39,40-49,Masters 1,134.4,125+,,,,,,-255,255,-285,,255,,,,,,255,2,141.38,143.41,136.69,72.45,Yes,Norway,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Ryszard Wisniewski,M,B,Single-ply,47.5,45-49,40-49,Masters 1,137.4,125+,,,,,,220,235,-257.5,,235,,,,,,235,3,129.47,131.7,125.34,66.38,Yes,Poland,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Karl-Johan Renlund,M,B,Single-ply,40.5,40-44,40-49,Masters 1,157.1,125+,,,,,,220,-232.5,-237.5,,220,,,,,,220,4,116.86,120.93,113.73,60.4,Yes,Finland,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
Wulf Kronemann,M,B,Single-ply,39.5,35-39,40-49,Masters 1,137.9,125+,,,,,,-317.5,-317.5,-317.5,,,,,,,,,DQ,,,,,Yes,Germany,,IPF,IPF,9/12/2007,Germany,,Schwedt,World Masters Bench Press Championships,Yes
